line,movie,character,dialogue
543,SW_EpisodeIV,BEN,"Be patient, Luke. Stay and watch over the droids."
544,SW_EpisodeIV,LUKE,But he can...
545,SW_EpisodeIV,BEN,They must be delivered safely or other star systems will suffer the same fate as Alderaan. Your destiny lies along a different path from mine. The Force will be with you... always!
546,SW_EpisodeIV,HAN,"Boy you said it, Chewie."
547,SW_EpisodeIV,HAN,Where did you dig up that old fossil?
548,SW_EpisodeIV,LUKE,Ben is a great man.
549,SW_EpisodeIV,HAN,"Yeah, great at getting us into trouble."
550,SW_EpisodeIV,LUKE,I didn't hear you give any ideas...
551,SW_EpisodeIV,HAN,"Well, anything would be better than just hanging around waiting for them to pick us up..."
552,SW_EpisodeIV,LUKE,Who do you think...
553,SW_EpisodeIV,LUKE,What is it?
554,SW_EpisodeIV,THREEPIO,"I'm afraid I'm not quite sure, sir. He says \I found her,\ and keepsrepeating, \She's here.\"
555,SW_EpisodeIV,LUKE,"Well, who... who has he found?"
556,SW_EpisodeIV,THREEPIO,Princess Leia.
557,SW_EpisodeIV,LUKE,The princess? She's here?
558,SW_EpisodeIV,HAN,Princess?
559,SW_EpisodeIV,LUKE,Where... where is she?
560,SW_EpisodeIV,HAN,Princess? What's going on?
561,SW_EpisodeIV,THREEPIO,Level five. Detention block AA-twenty-three. I'm afraid she's scheduled to be terminated.
562,SW_EpisodeIV,LUKE,"Oh, no! We've got to do something."
563,SW_EpisodeIV,HAN,What are you talking about?
564,SW_EpisodeIV,LUKE,The droid belongs to her. She's the one in the message. We've got to help her.
565,SW_EpisodeIV,HAN,"Now, look, don't get any funny ideas. The old man wants us to wait right here."
566,SW_EpisodeIV,LUKE,"But he didn't know she was here. Look, will you just find a way back into the detention block?"
567,SW_EpisodeIV,HAN,I'm not going anywhere.
568,SW_EpisodeIV,LUKE,"They're going to execute her. Look, a few minutes ago you said you didn't want to just wait here to be captured. Now all you want to do is stay. "
569,SW_EpisodeIV,HAN,Marching into the detention area is not what I had in mind.
570,SW_EpisodeIV,LUKE,But they're going to kill her!
571,SW_EpisodeIV,HAN,Better her than me...
572,SW_EpisodeIV,LUKE,She's rich.
573,SW_EpisodeIV,HAN,Rich?
574,SW_EpisodeIV,LUKE,"Yes. Rich, powerful! Listen, if you were to rescue her, the reward would be..."
575,SW_EpisodeIV,HAN,What?
576,SW_EpisodeIV,LUKE,Well more wealth that you can imagine.
577,SW_EpisodeIV,HAN,"I don't know, I can imagine quite a bit!"
578,SW_EpisodeIV,LUKE,You'll get it!
579,SW_EpisodeIV,HAN,I better!
580,SW_EpisodeIV,LUKE,You will...
581,SW_EpisodeIV,HAN,"All right, kid. But you'd better be right about this!"
582,SW_EpisodeIV,LUKE,All right.
583,SW_EpisodeIV,HAN,What's your plan?
584,SW_EpisodeIV,LUKE,"Uh... Threepio, hand me those binders there will you?"
585,SW_EpisodeIV,LUKE,"Okay. Now, I'm going to put these on you."
586,SW_EpisodeIV,LUKE,"Okay. Han, you put these on."
587,SW_EpisodeIV,HAN,"Don't worry, Chewie. I think I know what he has in mind."
588,SW_EpisodeIV,THREEPIO,"Master Luke, sir! Pardon me for asking... but, ah... what should Artoo and I do if we're discovered here?"
589,SW_EpisodeIV,LUKE,Lock the door!
590,SW_EpisodeIV,HAN,And hope they don't have blasters.
591,SW_EpisodeIV,THREEPIO,That isn't very reassuring.
592,SW_EpisodeIV,LUKE,I can't see a thing in this helmet.
593,SW_EpisodeIV,HAN,This is not going to work.
594,SW_EpisodeIV,LUKE,Why didn't you say so before?
595,SW_EpisodeIV,HAN,I did say so before!
596,SW_EpisodeIV,OFFICER,Where are you taking this... thing?
597,SW_EpisodeIV,LUKE,Prisoner transfer from Block one-one-three-eight.
598,SW_EpisodeIV,OFFICER,I wasn't notified. I'll have to clear it.
599,SW_EpisodeIV,HAN,Look out! He's loose!
600,SW_EpisodeIV,LUKE,He's going to pull us all apart.
601,SW_EpisodeIV,HAN,Go get him!
602,SW_EpisodeIV,HAN,We've got to find out which cell this princess of yours is in. Here it is... cell twenty-one-eight-seven. You go get her. I'll hold them here.
603,SW_EpisodeIV,HAN,Everything is under control. Situation normal.
604,SW_EpisodeIV,INTERCOM VOICE,What happened?
605,SW_EpisodeIV,HAN,"Uh... had a slight weapons malfunction. But, uh, everything's perfectly all right now. We're fine. We're all fine here, now, thank you. How are you?"
606,SW_EpisodeIV,INTERCOM VOICE,We're sending a squad up.
607,SW_EpisodeIV,HAN,"Uh, uh, negative, negative. We had a reactor leak here now. Give us a few minutes to lock it down. Large leak... very dangerous."
608,SW_EpisodeIV,INTERCOM VOICE,Who is this? What's your operating number?
609,SW_EpisodeIV,HAN,Boring conversation anyway.Luke! We're going to have company!
610,SW_EpisodeIV,LEIA,Aren't you a little short for a stormtrooper?
611,SW_EpisodeIV,LUKE,What? Oh... the uniform. I'm Luke Skywalker. I'm here to rescue you. 
612,SW_EpisodeIV,LEIA,You're who?
613,SW_EpisodeIV,LUKE,I'm here to rescue you. I've got your R2 unit. I'm here with Ben Kenobi.
614,SW_EpisodeIV,LEIA,Ben Kenobi is here! Where is he?
615,SW_EpisodeIV,LUKE,Come on!
616,SW_EpisodeIV,VADER,He is here...
617,SW_EpisodeIV,TARKIN,Obi-Wan Kenobi! What makes you think so?
618,SW_EpisodeIV,VADER,A tremor in the Force. The last time I felt it was in the presence of my old master.
619,SW_EpisodeIV,TARKIN,Surely he must be dead by now.
620,SW_EpisodeIV,VADER,Don't underestimate the Force.
621,SW_EpisodeIV,TARKIN,"The Jedi are extinct, their fire has gone out of the universe. You, my friend, are all that's left of their religion."
622,SW_EpisodeIV,TARKIN,Yes.
623,SW_EpisodeIV,INTERCOM VOICE,"Governor Tarkin, we have an emergency alert in detention block AA-twenty-three."
624,SW_EpisodeIV,TARKIN,The princess! Put all sections on alert!
625,SW_EpisodeIV,VADER,Obi-Wan is here. The Force is with him.
626,SW_EpisodeIV,TARKIN,"If you're right, he must not be allowed to escape."
627,SW_EpisodeIV,VADER,Escape may not his plan. I must face him alone.
628,SW_EpisodeIV,HAN,Chewie!
629,SW_EpisodeIV,HAN,Get behind me! Get behind me!
630,SW_EpisodeIV,HAN,Can't get out that way.
631,SW_EpisodeIV,LEIA,Looks like you managed to cut off our only escape route.
632,SW_EpisodeIV,HAN,"Maybe you'd like it back in your cell, Your Highness."
633,SW_EpisodeIV,LUKE,See-Threepio! See-Threepio!
634,SW_EpisodeIV,THREEPIO,Yes sir?
635,SW_EpisodeIV,LUKE,We've been cut off! Are there any other ways out of the cell bay?...What was that? I didn't copy!
636,SW_EpisodeIV,THREEPIO,"I said, all systems have been alerted to your presence, sir. The main entrance seems to be the only way out; all other information on your level is restricted."
637,SW_EpisodeIV,TROOPER VOICE,Open up in there!
638,SW_EpisodeIV,THREEPIO,"Oh, no!"
639,SW_EpisodeIV,LUKE,There isn't any other way out.
640,SW_EpisodeIV,HAN,I can't hold them off forever! Now what?
641,SW_EpisodeIV,LEIA,"This is some rescue. When you came in here, didn't you have a plan for getting out?"
642,SW_EpisodeIV,HAN,"He's the brains, sweetheart."
643,SW_EpisodeIV,LUKE,"Well, I didn't..."
644,SW_EpisodeIV,HAN,What the hell are you doing?
645,SW_EpisodeIV,LEIA,"Somebody has to save our skins. Into the garbage chute, wise guy."
646,SW_EpisodeIV,HAN,Get in there you big furry oaf! I don't care what you smell! Get in there and don't worry about it.
647,SW_EpisodeIV,HAN,Wonderful girl! Either I'm going to kill her or I'm beginning to like her. Get in there!
648,SW_EpisodeIV,HAN,Oh! The garbage chute was a really wonderful idea. What an incredible smell you've discovered! Let's get out of here! Get away from there...
649,SW_EpisodeIV,LUKE,No! wait!
650,SW_EpisodeIV,LUKE,Will you forget it? I already tried it. It's magnetically sealed!
651,SW_EpisodeIV,LEIA,Put that thing away! You're going to get us all killed.
652,SW_EpisodeIV,HAN,"Absolutely, Your Worship. Look, I had everything under control until you led us down here. You know, it's not going to take them long to figure out what happened to us."
653,SW_EpisodeIV,LEIA,It could be worse...
654,SW_EpisodeIV,HAN,It's worse.
655,SW_EpisodeIV,LUKE,There's something alive in here!
656,SW_EpisodeIV,HAN,That's your imagination.
657,SW_EpisodeIV,LUKE,Something just moves past my leg! Look! Did you see that?
658,SW_EpisodeIV,HAN,What?
659,SW_EpisodeIV,LUKE,Help!
660,SW_EpisodeIV,HAN,Luke! Luke! Luke!
661,SW_EpisodeIV,LEIA,Luke!
662,SW_EpisodeIV,LEIA,"Luke, Luke, grab a hold of this."
663,SW_EpisodeIV,LUKE,"Blast it, will you! My gun's jammed."
664,SW_EpisodeIV,HAN,Where?
665,SW_EpisodeIV,LUKE,Anywhere! Oh!!
666,SW_EpisodeIV,HAN,Luke! Luke!
667,SW_EpisodeIV,LEIA,Grab him!
668,SW_EpisodeIV,LEIA,What happened?
669,SW_EpisodeIV,LUKE,"I don't know, it just let go of me and disappeared..."
670,SW_EpisodeIV,HAN,I've got a very bad feeling about this.
671,SW_EpisodeIV,LUKE,The walls are moving!
672,SW_EpisodeIV,LEIA,Don't just stand there. Try and brace it with something.
673,SW_EpisodeIV,LUKE,Wait a minute!
674,SW_EpisodeIV,LUKE,Threepio! Come in Threepio! Threepio! Where could he be?
675,SW_EpisodeIV,FIRST TROOPER,Take over!See to him! Look there!
676,SW_EpisodeIV,THREEPIO,"They're madmen! They're heading for the prison level. If you hurry, you might catch them."
677,SW_EpisodeIV,FIRST OFFICER,Follow me! You stand guard.
678,SW_EpisodeIV,THREEPIO,Come on!
679,SW_EpisodeIV,THREEPIO,"Oh! All this excitement has overrun the circuits of my counterpart here. If you don't mind, I'd like to take him down to maintenance."
680,SW_EpisodeIV,TROOPER,All right.
681,SW_EpisodeIV,LUKE,"Threepio! Come in, Threepio! Threepio!"
682,SW_EpisodeIV,HAN,Get to the top!
683,SW_EpisodeIV,LEIA,I can't 
684,SW_EpisodeIV,LUKE,"Where could he be? Threepio! Threepio, will you come in?"
685,SW_EpisodeIV,THREEPIO,They aren't here! Something must have happened to them. See if they've been captured.
686,SW_EpisodeIV,THREEPIO,Hurry!
687,SW_EpisodeIV,HAN,One thing's for sure. We're all going to be a lot thinner!Get on top of it!
688,SW_EpisodeIV,LEIA,I'm trying!
689,SW_EpisodeIV,THREEPIO,"Thank goodness, they haven't found them! Where could they be?"
690,SW_EpisodeIV,THREEPIO,"Use the comlink? Oh, my! I forgot I turned it off!"
691,SW_EpisodeIV,THREEPIO,"Are you there, sir?"
692,SW_EpisodeIV,LUKE,Threepio!
693,SW_EpisodeIV,THREEPIO,We've had some problems...
694,SW_EpisodeIV,LUKE,"Shut down all the garbage mashers on the detention level, will you? Do you copy?"
695,SW_EpisodeIV,LUKE,Shut down all the garbage mashers on the detention level.
696,SW_EpisodeIV,LUKE,Shut down all the garbage mashers on the detention level.
697,SW_EpisodeIV,THREEPIO,No. Shut them all down! Hurry!
698,SW_EpisodeIV,THREEPIO,"Listen to them! They're dying, Artoo! Curse my metal body! I wasn't fast enough. It's all my fault! My poor master!"
699,SW_EpisodeIV,LUKE,"Threepio, we're all right!"
700,SW_EpisodeIV,LUKE,We're all right. You did great.
701,SW_EpisodeIV,LUKE,"Hey... hey, open the pressure maintenance hatch on unit number... where are we?"
702,SW_EpisodeIV,HAN,Three-two-six-eight-two-seven.
703,SW_EpisodeIV,HAN,"If we can just avoid any more female advice, we ought to be able to get out of here."
704,SW_EpisodeIV,LUKE,"Well, let's get moving!"
705,SW_EpisodeIV,HAN,Where are you going?
706,SW_EpisodeIV,LEIA,"No, wait. They'll hear!"
707,SW_EpisodeIV,HAN,"Come here, you big coward!"
708,SW_EpisodeIV,HAN,Chewie! Come here!
709,SW_EpisodeIV,LEIA,"Listen. I don't know who you are, or where you came from, but from now on, you do as I tell you. Okay?"
710,SW_EpisodeIV,HAN,"Look, Your Worshipfulness, let's get one thing straight! I takeorders from one person! Me!"
711,SW_EpisodeIV,LEIA,It's a wonder you're still alive.Will somebody get this big walking carpet out of my way?
712,SW_EpisodeIV,HAN,No reward is worth this.
713,SW_EpisodeIV,OFFICER,Secure this area until the alert is canceled.
714,SW_EpisodeIV,FIRST TROOPER,Give me regular reports.
715,SW_EpisodeIV,FIRST TROOPER,Do you know what's going on?
716,SW_EpisodeIV,SECOND TROOPER,Maybe it's another drill.
717,SW_EpisodeIV,SECOND TROOPER,What was that?
718,SW_EpisodeIV,FIRST TROOPER,"Oh, it's nothing. Don't worry about it."
719,SW_EpisodeIV,HAN,There she is.
720,SW_EpisodeIV,LUKE,"See-Threepio, do you copy?"
721,SW_EpisodeIV,THREEPIO,"For the moment. Uh, we're in the main hangar across from the ship."
722,SW_EpisodeIV,LUKE,We're right above you. Stand by.
723,SW_EpisodeIV,LEIA,You came in that thing? You're braver that I thought.
724,SW_EpisodeIV,HAN,Nice! Come on!
725,SW_EpisodeIV,FIRST TROOPER,It's them! Blast them!
726,SW_EpisodeIV,HAN,Get back to the ship!
727,SW_EpisodeIV,LUKE,Where are you going? Come back!
728,SW_EpisodeIV,LEIA,He certainly has courage.
729,SW_EpisodeIV,LUKE,What good will it do us if he gets himself killed? Come on!
730,SW_EpisodeIV,LUKE,I think we took a wrong turn.
731,SW_EpisodeIV,LEIA,There's no lock!
732,SW_EpisodeIV,LUKE,That oughta hold it for a while.
733,SW_EpisodeIV,LEIA,"Quick, we've got to get across. Find the control that extends the bridge."
734,SW_EpisodeIV,LUKE,"Oh, I think I just blasted it."
735,SW_EpisodeIV,LEIA,They're coming through!
736,SW_EpisodeIV,LUKE,"Here, hold this."
737,SW_EpisodeIV,LEIA,Here they come!
738,SW_EpisodeIV,LEIA,For luck!
739,SW_EpisodeIV,THREEPIO,Where could they be?
740,SW_EpisodeIV,TROOPER,Close the blast doors!
741,SW_EpisodeIV,TROOPER,Open the blast doors! Open the blast doors!
742,SW_EpisodeIV,VADER,"I've been waiting for you, Obi-Wan. We meet again, at last. The circle is now complete."
743,SW_EpisodeIV,VADER,"When I left you, I was but the learner; now I am the master."
744,SW_EpisodeIV,BEN,"Only a master of evil, Darth."
745,SW_EpisodeIV,VADER,"Your powers are weak, old man."
746,SW_EpisodeIV,BEN,"You can't win, Darth. If you strike me down, I shall become more powerful than you can possibly imagine."
747,SW_EpisodeIV,HAN,Didn't we just leave this party?
748,SW_EpisodeIV,HAN,What kept you?
749,SW_EpisodeIV,LEIA,We ran into some old friends.
750,SW_EpisodeIV,LUKE,Is the ship all right?
751,SW_EpisodeIV,HAN,"Seems okay, if we can get to it.Just hope the old man got the tractor beam out of commission."
752,SW_EpisodeIV,LUKE,Look!
753,SW_EpisodeIV,THREEPIO,"Come on, Artoo, we're going!"
754,SW_EpisodeIV,HAN,Now's our chance! Go!
755,SW_EpisodeIV,LUKE,No!
756,SW_EpisodeIV,HAN,Come on!
757,SW_EpisodeIV,LEIA,"Come on! Luke, its too late!"
758,SW_EpisodeIV,HAN,Blast the door! Kid!
759,SW_EpisodeIV,BEN,"Run, Luke! Run!"
760,SW_EpisodeIV,HAN,"I hope the old man got that tractor beam out if commission, or this is going to be a real short trip. Okay, hit it!"
